2024-03-19 23:34:36.854049 | OKX: 182.96 | BYBIT: 183.060 | 0.1 | -0.111
2024-03-19 23:34:37.384141 | OKX: 182.96 | BYBIT: 183.060 | 0.1 | -0.111
2024-03-19 23:34:37.882265 | OKX: 182.96 | BYBIT: 183.060 | 0.1 | -0.111
2024-03-19 23:34:38.380845 | OKX: 182.96 | BYBIT: 183.060 | 0.1 | -0.111
2024-03-19 23:34:38.880787 | OKX: 183 | BYBIT: 183.093 | 0.093 | -0.104
2024-03-19 23:34:39.391289 | OKX: 182.99 | BYBIT: 183.093 | 0.103 | -0.114
2024-03-19 23:34:39.904531 | OKX: 183.01 | BYBIT: 183.124 | 0.114 | -0.125
2024-03-19 23:34:40.418228 | OKX: 183.01 | BYBIT: 183.126 | 0.116 | -0.127
2024-03-19 23:34:40.929634 | OKX: 183.01 | BYBIT: 183.128 | 0.118 | -0.129
2024-03-19 23:34:41.440870 | OKX: 183.01 | BYBIT: 183.128 | 0.118 | -0.129
2024-03-19 23:34:41.956990 | OKX: 183.01 | BYBIT: 183.128 | 0.118 | -0.129
2024-03-19 23:34:42.471344 | OKX: 183.01 | BYBIT: 183.128 | 0.118 | -0.129
2024-03-19 23:34:42.985894 | OKX: 183.01 | BYBIT: 183.141 | 0.131 | -0.142
2024-03-19 23:34:43.486319 | OKX: 183 | BYBIT: 183.116 | 0.116 | -0.127
2024-03-19 23:34:43.997805 | OKX: 182.99 | BYBIT: 183.093 | 0.103 | -0.114
2024-03-19 23:34:44.508055 | OKX: 182.99 | BYBIT: 183.093 | 0.103 | -0.114
2024-03-19 23:34:45.006555 | OKX: 182.99 | BYBIT: 183.093 | 0.103 | -0.114
2024-03-19 23:34:45.520163 | OKX: 182.93 | BYBIT: 183.055 | 0.125 | -0.136
2024-03-19 23:34:46.020639 | OKX: 182.95 | BYBIT: 183.055 | 0.105 | -0.116
2024-03-19 23:34:46.534950 | OKX: 182.97 | BYBIT: 183.081 | 0.111 | -0.127
2024-03-19 23:34:47.050172 | OKX: 182.96 | BYBIT: 183.049 | 0.089 | -0.116
2024-03-19 23:34:47.561655 | OKX: 182.98 | BYBIT: 183.094 | 0.114 | -0.139
2024-03-19 23:34:48.073513 | OKX: 183 | BYBIT: 183.121 | 0.121 | -0.132
2024-03-19 23:34:48.588030 | OKX: 183 | BYBIT: 183.121 | 0.121 | -0.132
2024-03-19 23:34:49.090407 | OKX: 183 | BYBIT: 183.121 | 0.121 | -0.132
2024-03-19 23:34:49.597324 | OKX: 183 | BYBIT: 183.087 | 0.087 | -0.108
2024-03-19 23:34:50.116806 | OKX: 182.96 | BYBIT: 183.087 | 0.127 | -0.138
2024-03-19 23:34:50.684562 | OKX: 182.97 | BYBIT: 183.087 | 0.117 | -0.128
2024-03-19 23:34:51.188209 | OKX: 182.97 | BYBIT: 183.087 | 0.117 | -0.128
